point_id,Longitude,Latitude,phenophase_date,image_date,days_to_image,region,crop_type,phenophase_name,B_B01,B_B02,B_B03,B_B04,B_B05,B_B06,B_B07,B_B08,B_B09,B_B11,B_B12,B_B8A,NDVI,NDBI,NDMI,GNDVI,EVI,MNDWI
3,125.5273013,49.33491719,2018/5/31,2018-05-29,2,region09,soybean,Greenup,0.0658000037074089,0.0737999975681305,0.08460000157356262,0.10159999877214432,0.11479999870061874,0.12860000133514404,0.14020000398159027,0.14980000257492065,0.15780000388622284,0.26460000872612,0.24459999799728394,0.15839999914169312,0.1917263466368675,0.2770270343158918,-0.2770270343158918,0.2781569959361279,0.09992537371528613,-0.5154639228048183
3,125.5273013,49.33491719,2018/6/26,2018-06-28,2,region09,soybean,MidGreenup,31.0,24.0,22.0,16.0,25.0,46.0,54.0,53.0,13.0,50.0,30.0,61.0,0.5362318840579711,-0.02912621359223301,0.02912621359223301,0.41333333333333333,-3.0833333333333335,-0.3888888888888889
3,125.5273013,49.33491719,2018/8/5,2018-07-31,5,region09,soybean,Peak,0.026000000536441803,0.03099999949336052,0.05719999969005585,0.024800000712275505,0.0917000025510788,0.4097999930381775,0.5103999972343445,0.503600001335144,0.5187000036239624,0.23119999468326569,0.10580000281333923,0.5302000045776367,0.9061317160629008,-0.37071313027749886,0.37071313027749886,0.796005707612381,0.8430171093919053,-0.603328704535182
3,125.5273013,49.33491719,2018/7/21,2018-07-26,5,region09,soybean,Maturity,0.023800000548362732,0.025100000202655792,0.05739999935030937,0.02239999920129776,0.09539999812841415,0.3995000123977661,0.48330000042915344,0.486299991607666,0.5062000155448914,0.2249000072479248,0.10170000046491623,0.49779999256134033,0.9119323781953446,-0.3675477851242495,0.3675477851242495,0.7888541463862336,0.8096268581249266,-0.5933404321027854
3,125.5273013,49.33491719,2018/9/11,2018-09-09,2,region09,soybean,MidSenescence,0.01850000023841858,0.028599999845027924,0.04439999908208847,0.03480000048875809,0.09430000185966492,0.17599999904632568,0.20730000734329224,0.2502000033855438,0.2628999948501587,0.15860000252723694,0.08900000154972076,0.25940001010894775,0.7557894735741373,-0.22407044895652506,0.22407044895652506,0.6985743468419238,0.4327039003657481,-0.5625615888660286
3,125.5273013,49.33491719,2018/8/20,2018-08-15,5,region09,soybean,Senescence,0.02669999934732914,0.024900000542402267,0.04969999939203262,0.022700000554323196,0.08590000122785568,0.4162999987602234,0.519599974155426,0.5218999981880188,0.5547000169754028,0.2214999943971634,0.09239999949932098,0.5485000014305115,0.9166360609374041,-0.4040893284733712,0.4040893284733712,0.8261021707402221,0.84820062952431,-0.6334808220485103
3,125.5273013,49.33491719,2018/10/2,2018-10-04,2,region09,soybean,Dormancy,0.01979999989271164,0.02459999918937683,0.03579999879002571,0.05079999938607216,0.06289999932050705,0.06780000030994415,0.07649999856948853,0.0835999995470047,0.09589999914169312,0.16040000319480896,0.13410000503063202,0.09470000118017197,0.2440476221823854,0.31475410977379975,-0.31475410977379975,0.40033502029082035,0.06811196965693347,-0.6350662749453705
4,125.5355743,49.33544067,2018/5/28,2018-05-29,1,region09,soybean,Greenup,0.05810000002384186,0.058400001376867294,0.06400000303983688,0.07259999960660934,0.09929999709129333,0.14110000431537628,0.16539999842643738,0.1436000019311905,0.1889999955892563,0.23589999973773956,0.20270000398159027,0.19939999282360077,0.3283996383883822,0.2432147494088028,-0.2432147494088028,0.38342965792540595,0.15553803670203892,-0.5731910473685252
4,125.5355743,49.33544067,2018/6/24,2018-06-21,3,region09,soybean,MidGreenup,0.02879999950528145,0.03400000184774399,0.03720000013709068,0.03590000048279762,0.06350000202655792,0.12160000205039978,0.1477999985218048,0.1136000007390976,0.16599999368190765,0.15150000154972076,0.10000000149011612,0.17139999568462372,0.5197324389380695,0.14296492072200087,-0.14296492072200087,0.5066313007831731,0.18086592410577,-0.6057233725007364
4,125.5355743,49.33544067,2018/8/5,2018-07-31,5,region09,soybean,Peak,0.025100000202655792,0.02630000002682209,0.04259999841451645,0.0210999995470047,0.0763000026345253,0.33000001311302185,0.47839999198913574,0.34630000591278076,0.492000013589859,0.20600000023841858,0.09399999678134918,0.48249998688697815,0.8851388174553838,-0.2540286150856084,0.2540286150856084,0.7809205557186654,0.6373221604723278,-0.6572807832232584
4,125.5355743,49.33544067,2018/7/21,2018-07-26,5,region09,soybean,Maturity,0.023099999874830246,0.021400000900030136,0.044599998742341995,0.020899999886751175,0.08089999854564667,0.3292999863624573,0.4332999885082245,0.3752000033855438,0.4968999922275543,0.20409999787807465,0.09669999778270721,0.4372999966144562,0.8944710946019171,-0.2953564735616283,0.2953564735616283,0.7875178727190417,0.6609581459741901,-0.6413349469367815
4,125.5355743,49.33544067,2018/9/11,2018-09-09,2,region09,soybean,MidSenescence,0.016200000420212746,0.017100000753998756,0.020899999886751175,0.016100000590085983,0.06769999861717224,0.14800000190734863,0.17110000550746918,0.13220000267028809,0.2655999958515167,0.1316000074148178,0.07750000059604645,0.2101999968290329,0.7828725524460198,-0.002274432268886981,0.002274432268886981,0.7269758388284203,0.26373177507057344,-0.7259016539530861
4,125.5355743,49.33544067,2018/8/21,2018-08-15,6,region09,soybean,Senescence,0.023600000888109207,0.017799999564886093,0.035100001841783524,0.01940000057220459,0.06909999996423721,0.34130001068115234,0.427700012922287,0.36419999599456787,0.5242000222206116,0.19830000400543213,0.08420000225305557,0.44290000200271606,0.8988529679570648,-0.2949333190917969,0.2949333190917969,0.8241923264113371,0.639893093930562,-0.6992287835265943
4,125.5355743,49.33544067,2018/10/2,2018-10-04,2,region09,soybean,Dormancy,0.0333000011742115,0.028200000524520874,0.03660000115633011,0.0560000017285347,0.09769999980926514,0.12280000001192093,0.12409999966621399,0.10320000350475311,0.19699999690055847,0.21549999713897705,0.14020000398159027,0.1703999936580658,0.2964824134713606,0.3523689783727436,-0.3523689783727436,0.4763948507003359,0.09611468883682377,-0.7096390209931118
5,125.5260463,49.32706498,2018/6/9,2018-05-29,11,region09,soybean,Greenup,0.06629999727010727,0.07660000026226044,0.08579999953508377,0.10400000214576721,0.11729999631643295,0.12530000507831573,0.13459999859333038,0.14820000529289246,0.1582999974489212,0.26190000772476196,0.24210000038146973,0.1500999927520752,0.17525773926821003,0.27724944848264327,-0.27724944848264327,0.26666668577071906,0.0922601706380131,-0.5064711087511535
5,125.5260463,49.32706498,2018/7/2,2018-06-28,4,region09,soybean,MidGreenup,33.0,26.0,24.0,22.0,27.0,41.0,48.0,45.0,12.0,60.0,43.0,52.0,0.34328358208955223,0.14285714285714285,-0.14285714285714285,0.30434782608695654,-3.3823529411764706,-0.42857142857142855
5,125.5260463,49.32706498,2018/8/7,2018-07-31,7,region09,soybean,Peak,0.027400000020861626,0.03530000150203705,0.057999998331069946,0.024800000712275505,0.09359999746084213,0.45419999957084656,0.5799999833106995,0.5820000171661377,0.5924000144004822,0.2736000120639801,0.13009999692440033,0.597599983215332,0.9182597231984764,-0.36044880150326863,0.36044880150326863,0.8187500096042638,0.950172252970305,-0.6501809619247483
5,125.5260463,49.32706498,2018/7/24,2018-07-26,2,region09,soybean,Maturity,0.025699999183416367,0.028200000524520874,0.060600001364946365,0.024800000712275505,0.10239999741315842,0.4708000123500824,0.5781999826431274,0.5795999765396118,0.5842999815940857,0.2797999978065491,0.13339999318122864,0.5927000045776367,0.9179351368441897,-0.3488480191789082,0.3488480191789082,0.8106841504015775,0.9143647970921231,-0.6439482872359483
5,125.5260463,49.32706498,2018/9/12,2018-09-09,3,region09,soybean,MidSenescence,0.017799999564886093,0.0272000003606081,0.04699999839067459,0.036400001496076584,0.09719999879598618,0.1729000061750412,0.2037999927997589,0.2492000013589859,0.2615000009536743,0.1720999926328659,0.10270000249147415,0.25999999046325684,0.7450980312871425,-0.18300500789376029,0.18300500789376029,0.6826468708278353,0.4210193070944314,-0.5709721559447729
5,125.5260463,49.32706498,2018/8/22,2018-08-15,7,region09,soybean,Senescence,0.026599999517202377,0.027699999511241913,0.05040000006556511,0.023800000548362732,0.08569999784231186,0.4537000060081482,0.588100016117096,0.5864999890327454,0.5999000072479248,0.2526000142097473,0.10830000042915344,0.6108999848365784,0.9220055679021121,-0.39792631811789403,0.39792631811789403,0.8417333932226352,0.9245506062368585,-0.6673267479138099
5,125.5260463,49.32706498,2018/10/1,2018-10-04,3,region09,soybean,Dormancy,0.02329999953508377,0.030799999833106995,0.04699999839067459,0.06759999692440033,0.07329999655485153,0.07649999856948853,0.08349999785423279,0.0989999994635582,0.10260000079870224,0.17170000076293945,0.1459999978542328,0.10119999945163727,0.18847540948342656,0.26856298942945095,-0.26856298942945095,0.3561643961447225,0.0616363123753303,-0.5701874844758278
6,125.5328853,49.32711257,2018/6/11,2018-06-21,10,region09,soybean,Greenup,0.0284000001847744,0.034299999475479126,0.04410000145435333,0.03889999911189079,0.062300000339746475,0.09849999845027924,0.1088000014424324,0.12160000205039978,0.13300000131130219,0.1395999938249588,0.0908999964594841,0.12399999797344208,0.5152648120848695,0.06891268016385572,-0.06891268016385572,0.46771272756082566,0.18833979250538582,-0.5198693240323695
6,125.5328853,49.32711257,2018/7/2,2018-06-28,4,region09,soybean,MidGreenup,31.0,23.0,20.0,14.0,21.0,36.0,42.0,39.0,11.0,47.0,29.0,45.0,0.4716981132075472,0.09302325581395349,-0.09302325581395349,0.3220338983050847,-1.288659793814433,-0.40298507462686567
6,125.5328853,49.32711257,2018/8/7,2018-07-31,7,region09,soybean,Peak,0.02800000086426735,0.032600000500679016,0.05719999969005585,0.02459999918937683,0.0877000018954277,0.4090000092983246,0.5187000036239624,0.5184000134468079,0.5615000128746033,0.24889999628067017,0.11749999970197678,0.5260000228881836,0.9093922702876286,-0.35123160921352786,0.35123160921352786,0.801250874271766,0.8684488437922808,-0.626265923273477
6,125.5328853,49.32711257,2018/7/24,2018-07-26,2,region09,soybean,Maturity,0.025299999862909317,0.02370000071823597,0.0551999993622303,0.022700000554323196,0.09300000220537186,0.3880000114440918,0.46720001101493835,0.4794999957084656,0.5386999845504761,0.24060000479221344,0.11209999769926071,0.4819999933242798,0.9095977669324997,-0.33175946500506476,0.33175946500506476,0.7935290822101766,0.7941861628918365,-0.6267748574242131
6,125.5328853,49.32711257,2018/9/12,2018-09-09,3,region09,soybean,MidSenescence,0.019600000232458115,0.03720000013709068,0.06369999796152115,0.0723000019788742,0.1265999972820282,0.1768999993801117,0.2045000046491623,0.2460000067949295,0.26269999146461487,0.15240000188350677,0.09459999948740005,0.24869999289512634,0.5457115929251929,-0.23493976624626742,0.23493976624626742,0.5886341815744234,0.3100014324469693,-0.41045813968345757
6,125.5328853,49.32711257,2018/8/22,2018-08-15,7,region09,soybean,Senescence,0.026200000196695328,0.02459999918937683,0.04879999905824661,0.021800000220537186,0.08190000057220459,0.4228000044822693,0.5303000211715698,0.5296000242233276,0.5863000154495239,0.23389999568462372,0.10109999775886536,0.5479000210762024,0.9209285482258569,-0.3872953776404013,0.3872953776404013,0.8312586545851849,0.8601531491317701,-0.6547576939105879
6,125.5328853,49.32711257,2018/10/2,2018-10-04,2,region09,soybean,Dormancy,0.049300000071525574,0.059700001031160355,0.07810000330209732,0.11800000071525574,0.13989999890327454,0.14869999885559082,0.16099999845027924,0.17499999701976776,0.2264000028371811,0.2506999969482422,0.1784999966621399,0.18649999797344208,0.19453923803801648,0.17782476157179145,-0.17782476157179145,0.3828526021115905,0.09928583271132795,-0.5249391530253402
7,125.5479685,49.28537427,2018/6/5,2018-05-29,7,region09,soybean,Greenup,0.06019999831914902,0.07479999959468842,0.08720000088214874,0.10520000010728836,0.11909999698400497,0.13439999520778656,0.14630000293254852,0.16279999911785126,0.16599999368190765,0.29109999537467957,0.27480000257492065,0.16760000586509705,0.21492537006380616,0.2826613743414345,-0.2826613743414345,0.30239999294281006,0.1167883188963782,-0.5389902101772766
7,125.5479685,49.28537427,2018/6/28,2018-06-28,0,region09,soybean,MidGreenup,31.0,25.0,25.0,19.0,28.0,58.0,69.0,67.0,16.0,62.0,38.0,75.0,0.5581395348837209,-0.03875968992248062,0.03875968992248062,0.45652173913043476,-21.818181818181817,-0.42528735632183906
7,125.5479685,49.28537427,2018/8/6,2018-07-31,6,region09,soybean,Peak,0.026599999517202377,0.03139999881386757,0.053199999034404755,0.023600000888109207,0.08640000224113464,0.4397999942302704,0.5752999782562256,0.5691999793052673,0.5771999955177307,0.2624000012874603,0.12189999967813492,0.583899974822998,0.9203778620896355,-0.368927351103512,0.368927351103512,0.8290488403411509,0.9245576845555896,-0.6628643917607816
7,125.5479685,49.28537427,2018/7/22,2018-07-26,4,region09,soybean,Maturity,0.024800000712275505,0.02539999969303608,0.05220000073313713,0.022700000554323196,0.09239999949932098,0.4442000091075897,0.5572999715805054,0.5604000091552734,0.5726000070571899,0.2599000036716461,0.11869999766349792,0.5662000179290771,0.9221402840805009,-0.3663293926426303,0.3663293926426303,0.8295788446276854,0.8925370216503594,-0.6654918295647604
7,125.5479685,49.28537427,2018/9/13,2018-09-09,4,region09,soybean,MidSenescence,0.022199999541044235,0.03610000014305115,0.060600001364946365,0.05570000037550926,0.1168999969959259,0.17810000479221344,0.20430000126361847,0.23999999463558197,0.24539999663829803,0.19769999384880066,0.12929999828338623,0.24709999561309814,0.6232668155884139,-0.09664153963826434,0.09664153963826434,0.5968063727795935,0.3534849722883501,-0.5307781456612186
7,125.5479685,49.28537427,2018/8/22,2018-08-15,7,region09,soybean,Senescence,0.02410000003874302,0.02370000071823597,0.044199999421834946,0.021800000220537186,0.07639999687671661,0.4246000051498413,0.5422999858856201,0.5568000078201294,0.5713000297546387,0.23469999432563782,0.09929999709129333,0.5662999749183655,0.9246456967936821,-0.40694884727893127,0.40694884727893127,0.8529118173403286,0.8858495980867062,-0.6830405133543646
7,125.5479685,49.28537427,2018/10/3,2018-10-04,1,region09,soybean,Dormancy,0.025800000876188278,0.03400000184774399,0.045099999755620956,0.06509999930858612,0.07429999858140945,0.08060000091791153,0.0868000015616417,0.09730000048875809,0.10570000112056732,0.18940000236034393,0.16349999606609344,0.10740000009536743,0.19827586958345886,0.32124171941519153,-0.32124171941519153,0.3665730382272076,0.06529321444904188,-0.6153518179217916
8,125.5551183,49.28537427,2018/6/8,2018-05-29,10,region09,soybean,Greenup,0.0731000006198883,0.08940000087022781,0.10400000214576721,0.12720000743865967,0.1429000049829483,0.15880000591278076,0.17309999465942383,0.1858000010251999,0.19629999995231628,0.30399999022483826,0.2825999855995178,0.19359999895095825,0.1872204217314149,0.2413229712356169,-0.2413229712356169,0.2822636231345204,0.1145873910696085,-0.4901960583798288
8,125.5551183,49.28537427,2018/7/1,2018-06-28,3,region09,soybean,MidGreenup,33.0,27.0,26.0,23.0,30.0,50.0,57.0,57.0,14.0,64.0,45.0,63.0,0.425,0.05785123966942149,-0.05785123966942149,0.37349397590361444,-13.076923076923077,-0.4222222222222222
8,125.5551183,49.28537427,2018/8/8,2018-08-15,7,region09,soybean,Peak,0.02459999918937683,0.02410000003874302,0.047200001776218414,0.023399999365210533,0.08190000057220459,0.438400000333786,0.5651999711990356,0.5619999766349792,0.5845999717712402,0.2434999942779541,0.10450000315904617,0.5837000012397766,0.9200546623691596,-0.3954065721393451,0.3954065721393451,0.8450426676004924,0.8848946653155858,-0.6752665812391507
8,125.5551183,49.28537427,2018/7/24,2018-07-26,2,region09,soybean,Maturity,0.02500000037252903,0.024000000208616257,0.0575999990105629,0.02329999953508377,0.09939999878406525,0.44040000438690186,0.5329999923706055,0.541700005531311,0.5490999817848206,0.2547999918460846,0.11869999766349792,0.5450000166893005,0.9175221262791113,-0.360200897212669,0.360200897212669,0.8077757431201945,0.8631368724438832,-0.6312419929807611
8,125.5551183,49.28537427,2018/9/14,2018-09-09,5,region09,soybean,MidSenescence,0.02319999970495701,0.033399999141693115,0.06300000101327896,0.041600000113248825,0.12049999833106995,0.23589999973773956,0.27880001068115234,0.3240000009536743,0.3310999870300293,0.23330000042915344,0.14030000567436218,0.32919999957084656,0.7724288840708513,-0.16274896877708073,0.16274896877708073,0.6744186010693681,0.533595342600483,-0.5747553107891623
8,125.5551183,49.28537427,2018/8/23,2018-08-30,7,region09,soybean,Senescence,0.025299999862909317,0.03240000084042549,0.06120000034570694,0.026399999856948853,0.10379999876022339,0.4408999979496002,0.5455999970436096,0.5511999726295471,0.5710999965667725,0.23999999463558197,0.1080000028014183,0.565500020980835,0.9085872537586865,-0.3933265809775784,0.3933265809775784,0.8001306236237214,0.8945860922018947,-0.5936254889412678
8,125.5551183,49.28537427,2018/10/4,2018-10-04,0,region09,soybean,Dormancy,0.031599998474121094,0.04430000111460686,0.06109999865293503,0.09350000321865082,0.11289999634027481,0.12809999287128448,0.14270000159740448,0.1573999971151352,0.1784999966621399,0.2361000031232834,0.16439999639987946,0.17710000276565552,0.2546831160281973,0.2000000151473049,-0.2000000151473049,0.4407322669443852,0.11524725593294738,-0.5888290828548428
9,125.5596466,49.28480321,2018/6/8,2018-05-29,10,region09,soybean,Greenup,0.07100000232458115,0.08799999952316284,0.10019999742507935,0.12240000069141388,0.1370999962091446,0.15080000460147858,0.16429999470710754,0.18039999902248383,0.18860000371932983,0.30250000953674316,0.2816999852657318,0.18539999425411224,0.1915455693060488,0.25284739770155534,-0.25284739770155534,0.28581611765056375,0.11555625999999074,-0.5023590976268412
9,125.5596466,49.28480321,2018/7/1,2018-06-28,3,region09,soybean,MidGreenup,33.0,27.0,26.0,24.0,30.0,47.0,54.0,52.0,14.0,67.0,48.0,61.0,0.3684210526315789,0.12605042016806722,-0.12605042016806722,0.3333333333333333,-12.727272727272727,-0.44086021505376344
9,125.5596466,49.28480321,2018/8/8,2018-08-15,7,region09,soybean,Peak,0.025100000202655792,0.024000000208616257,0.049400001764297485,0.021400000900030136,0.08139999955892563,0.43860000371932983,0.5544000267982483,0.5534999966621399,0.5805000066757202,0.24449999630451202,0.10350000113248825,0.5777000188827515,0.9255522665132176,-0.38721804897376844,0.38721804897376844,0.836125387648927,0.8857114248381762,-0.6638312208989421
9,125.5596466,49.28480321,2018/7/24,2018-07-26,2,region09,soybean,Maturity,0.024299999698996544,0.025599999353289604,0.05810000002384186,0.02319999970495701,0.09749999642372131,0.42260000109672546,0.5074999928474426,0.5127999782562256,0.5271000266075134,0.2460000067949295,0.11349999904632568,0.5152000188827515,0.913432833362403,-0.3516077711088905,0.3516077711088905,0.7964617192704126,0.8383561383732895,-0.6178888607623965
9,125.5596466,49.28480321,2018/9/14,2018-09-09,5,region09,soybean,MidSenescence,0.021900000050663948,0.03420000150799751,0.06019999831914902,0.04010000079870224,0.11559999734163284,0.2387000024318695,0.28679999709129333,0.3352000117301941,0.3296000063419342,0.2337000072002411,0.14000000059604645,0.34290000796318054,0.7863042927790218,-0.17841448611792782,0.17841448611792782,0.6954982458820045,0.5591980780822792,-0.5903368684001109
9,125.5596466,49.28480321,2018/8/23,2018-08-30,7,region09,soybean,Senescence,0.07609999924898148,0.08070000261068344,0.10939999669790268,0.08429999649524689,0.15850000083446503,0.4496000111103058,0.545799970626831,0.5511999726295471,0.5723000168800354,0.28679999709129333,0.1818999946117401,0.5666000247001648,0.7346970870467728,-0.31551310870134314,0.31551310870134314,0.66878594678325,0.8040296159758623,-0.4477536677796591
9,125.5596466,49.28480321,2018/10/4,2018-10-04,0,region09,soybean,Dormancy,0.03020000085234642,0.044199999421834946,0.061400000005960464,0.08980000019073486,0.11089999973773956,0.12439999729394913,0.13760000467300415,0.16060000658035278,0.1703999936580658,0.2313999980688095,0.1648000031709671,0.17260000109672546,0.28274762170570683,0.18061222104275815,-0.18061222104275815,0.4468468632041392,0.12939543417896518,-0.5806010900978131
10,125.5669397,49.28508874,2018/6/5,2018-05-29,7,region09,soybean,Greenup,0.06469999998807907,0.0812000036239624,0.09279999881982803,0.11219999939203262,0.1257999986410141,0.1395999938249588,0.15060000121593475,0.1624000072479248,0.16840000450611115,0.250900000333786,0.23549999296665192,0.16750000417232513,0.1828113861690909,0.2141301511308694,-0.2141301511308694,0.2727272992682403,0.10231536120355901,-0.4599941865094286
10,125.5669397,49.28508874,2018/6/29,2018-06-28,1,region09,soybean,MidGreenup,32.0,26.0,25.0,22.0,30.0,49.0,56.0,54.0,13.0,63.0,44.0,62.0,0.42105263157894735,0.07692307692307693,-0.07692307692307693,0.3670886075949367,-10.0,-0.4318181818181818
10,125.5669397,49.28508874,2018/8/8,2018-08-15,7,region09,soybean,Peak,0.02539999969303608,0.02410000003874302,0.04919999837875366,0.02160000056028366,0.08250000327825546,0.43650001287460327,0.5625,0.5659999847412109,0.5859000086784363,0.2451999932527542,0.10440000146627426,0.5785999894142151,0.9264805953008974,-0.39546351108362987,0.39546351108362987,0.8400520164866142,0.8984387704407593,-0.6657608710781765
10,125.5669397,49.28508874,2018/7/24,2018-07-26,2,region09,soybean,Maturity,0.024399999529123306,0.02630000002682209,0.05779999867081642,0.02449999935925007,0.09849999845027924,0.4255000054836273,0.5123999714851379,0.5228000283241272,0.5371999740600586,0.24529999494552612,0.11330000311136246,0.5289999842643738,0.9104695847981072,-0.36128111570331306,0.36128111570331306,0.8008956390512886,0.8459814959580749,-0.618607720962354
10,125.5669397,49.28508874,2018/9/14,2018-09-09,5,region09,soybean,MidSenescence,0.022099999710917473,0.035100001841783524,0.06159999966621399,0.042500000447034836,0.11760000139474869,0.2337999939918518,0.272599995136261,0.3248000144958496,0.3337000012397766,0.22930000722408295,0.13740000128746033,0.33160001039505005,0.7685815479553213,-0.17235156745768315,0.17235156745768315,0.6811594337034482,0.5360601825364512,-0.5764867775376551
10,125.5669397,49.28508874,2018/8/24,2018-08-30,6,region09,soybean,Senescence,0.02759999968111515,0.03519999980926514,0.060100000351667404,0.027300000190734863,0.1039000004529953,0.44510000944137573,0.5521000027656555,0.5625,0.5809000134468079,0.24459999799728394,0.10930000245571136,0.5756999850273132,0.9074262455683068,-0.39387932448462953,0.39387932448462953,0.8069386433738494,0.9149969207188117,-0.6055136155082014
