point_id,Longitude,Latitude,phenophase_date,crop_type,phenophase_name
18,125.5273276,49.25205442,2018/6/26,soybean,MidGreenup
18,125.5273276,49.25205442,2018/8/3,soybean,Peak
18,125.5273276,49.25205442,2018/7/19,soybean,Maturity
18,125.5273276,49.25205442,2018/9/10,soybean,MidSenescence
18,125.5273276,49.25205442,2018/8/19,soybean,Senescence
18,125.5273276,49.25205442,2018/9/30,soybean,Dormancy
19,125.5349191,49.25235185,2018/6/4,soybean,Greenup
19,125.5349191,49.25235185,2018/6/27,soybean,MidGreenup
19,125.5349191,49.25235185,2018/8/4,soybean,Peak
19,125.5349191,49.25235185,2018/7/20,soybean,Maturity
19,125.5349191,49.25235185,2018/9/10,soybean,MidSenescence
19,125.5349191,49.25235185,2018/8/19,soybean,Senescence
19,125.5349191,49.25235185,2018/10/1,soybean,Dormancy
20,125.5292869,49.2477714,2018/6/2,soybean,Greenup
20,125.5292869,49.2477714,2018/6/25,soybean,MidGreenup
20,125.5292869,49.2477714,2018/8/3,soybean,Peak
20,125.5292869,49.2477714,2018/7/18,soybean,Maturity
20,125.5292869,49.2477714,2018/9/10,soybean,MidSenescence
20,125.5292869,49.2477714,2018/8/18,soybean,Senescence
20,125.5292869,49.2477714,2018/10/1,soybean,Dormancy
21,125.5333246,49.23950278,2018/6/2,soybean,Greenup
21,125.5333246,49.23950278,2018/6/26,soybean,MidGreenup
21,125.5333246,49.23950278,2018/8/4,soybean,Peak
21,125.5333246,49.23950278,2018/7/20,soybean,Maturity
21,125.5333246,49.23950278,2018/9/11,soybean,MidSenescence
21,125.5333246,49.23950278,2018/8/20,soybean,Senescence
21,125.5333246,49.23950278,2018/10/2,soybean,Dormancy
22,125.5405205,49.23968124,2018/6/3,soybean,Greenup
22,125.5405205,49.23968124,2018/6/27,soybean,MidGreenup
22,125.5405205,49.23968124,2018/8/4,soybean,Peak
22,125.5405205,49.23968124,2018/7/20,soybean,Maturity
22,125.5405205,49.23968124,2018/9/10,soybean,MidSenescence
22,125.5405205,49.23968124,2018/8/19,soybean,Senescence
22,125.5405205,49.23968124,2018/10/1,soybean,Dormancy
23,125.5468983,49.23968124,2018/6/3,soybean,Greenup
23,125.5468983,49.23968124,2018/6/27,soybean,MidGreenup
23,125.5468983,49.23968124,2018/8/4,soybean,Peak
23,125.5468983,49.23968124,2018/7/20,soybean,Maturity
23,125.5468983,49.23968124,2018/9/10,soybean,MidSenescence
23,125.5468983,49.23968124,2018/8/19,soybean,Senescence
23,125.5468983,49.23968124,2018/10/1,soybean,Dormancy
24,125.5288146,49.23539822,2018/6/2,soybean,Greenup
24,125.5288146,49.23539822,2018/6/26,soybean,MidGreenup
24,125.5288146,49.23539822,2018/8/4,soybean,Peak
24,125.5288146,49.23539822,2018/7/20,soybean,Maturity
24,125.5288146,49.23539822,2018/9/11,soybean,MidSenescence
24,125.5288146,49.23539822,2018/8/20,soybean,Senescence
24,125.5288146,49.23539822,2018/10/2,soybean,Dormancy
25,125.5365274,49.23545771,2018/6/2,soybean,Greenup
25,125.5365274,49.23545771,2018/6/25,soybean,MidGreenup
25,125.5365274,49.23545771,2018/8/3,soybean,Peak
25,125.5365274,49.23545771,2018/7/19,soybean,Maturity
25,125.5365274,49.23545771,2018/9/10,soybean,MidSenescence
25,125.5365274,49.23545771,2018/8/19,soybean,Senescence
25,125.5365274,49.23545771,2018/10/1,soybean,Dormancy
26,125.540691,49.23516027,2018/6/2,soybean,Greenup
26,125.540691,49.23516027,2018/6/25,soybean,MidGreenup
26,125.540691,49.23516027,2018/8/3,soybean,Peak
26,125.540691,49.23516027,2018/7/19,soybean,Maturity
26,125.540691,49.23516027,2018/9/10,soybean,MidSenescence
26,125.540691,49.23516027,2018/8/19,soybean,Senescence
26,125.540691,49.23516027,2018/10/1,soybean,Dormancy
27,125.5379413,49.23117468,2018/6/1,soybean,Greenup
27,125.5379413,49.23117468,2018/6/24,soybean,MidGreenup
27,125.5379413,49.23117468,2018/8/3,soybean,Peak
27,125.5379413,49.23117468,2018/7/19,soybean,Maturity
27,125.5379413,49.23117468,2018/9/11,soybean,MidSenescence
27,125.5379413,49.23117468,2018/8/19,soybean,Senescence
27,125.5379413,49.23117468,2018/10/2,soybean,Dormancy
28,125.7341943,49.18540535,2018/6/8,soybean,Greenup
28,125.7341943,49.18540535,2018/6/29,soybean,MidGreenup
28,125.7341943,49.18540535,2018/8/6,soybean,Peak
28,125.7341943,49.18540535,2018/7/22,soybean,Maturity
28,125.7341943,49.18540535,2018/9/13,soybean,MidSenescence
28,125.7341943,49.18540535,2018/8/22,soybean,Senescence
28,125.7341943,49.18540535,2018/10/4,soybean,Dormancy
29,125.7359001,49.1812413,2018/6/9,soybean,Greenup
29,125.7359001,49.1812413,2018/6/30,soybean,MidGreenup
29,125.7359001,49.1812413,2018/8/6,soybean,Peak
29,125.7359001,49.1812413,2018/7/22,soybean,Maturity
29,125.7359001,49.1812413,2018/9/13,soybean,MidSenescence
29,125.7359001,49.1812413,2018/8/22,soybean,Senescence
29,125.7359001,49.1812413,2018/10/4,soybean,Dormancy
30,125.7431187,49.18136027,2018/6/5,soybean,Greenup
30,125.7431187,49.18136027,2018/6/28,soybean,MidGreenup
30,125.7431187,49.18136027,2018/8/5,soybean,Peak
30,125.7431187,49.18136027,2018/7/21,soybean,Maturity
30,125.7431187,49.18136027,2018/9/12,soybean,MidSenescence
30,125.7431187,49.18136027,2018/8/21,soybean,Senescence
30,125.7431187,49.18136027,2018/10/4,soybean,Dormancy
31,125.7387276,49.17719622,2018/6/3,soybean,Greenup
31,125.7387276,49.17719622,2018/6/27,soybean,MidGreenup
31,125.7387276,49.17719622,2018/8/4,soybean,Peak
31,125.7387276,49.17719622,2018/7/21,soybean,Maturity
31,125.7387276,49.17719622,2018/9/12,soybean,MidSenescence
31,125.7387276,49.17719622,2018/8/20,soybean,Senescence
31,125.7387276,49.17719622,2018/10/5,soybean,Dormancy
32,125.212538,49.00182551,2018/6/1,soybean,Greenup
32,125.212538,49.00182551,2018/6/24,soybean,MidGreenup
32,125.212538,49.00182551,2018/8/1,soybean,Peak
32,125.212538,49.00182551,2018/7/17,soybean,Maturity
32,125.212538,49.00182551,2018/9/8,soybean,MidSenescence
32,125.212538,49.00182551,2018/8/17,soybean,Senescence
32,125.212538,49.00182551,2018/9/28,soybean,Dormancy
33,125.2153348,48.99778044,2018/6/1,soybean,Greenup
33,125.2153348,48.99778044,2018/6/23,soybean,MidGreenup
33,125.2153348,48.99778044,2018/8/1,soybean,Peak
33,125.2153348,48.99778044,2018/7/17,soybean,Maturity
33,125.2153348,48.99778044,2018/9/8,soybean,MidSenescence
33,125.2153348,48.99778044,2018/8/17,soybean,Senescence
33,125.2153348,48.99778044,2018/9/28,soybean,Dormancy
34,125.2200865,49.00212295,2018/6/1,soybean,Greenup
34,125.2200865,49.00212295,2018/6/24,soybean,MidGreenup
34,125.2200865,49.00212295,2018/8/1,soybean,Peak
34,125.2200865,49.00212295,2018/7/17,soybean,Maturity
34,125.2200865,49.00212295,2018/9/8,soybean,MidSenescence
34,125.2200865,49.00212295,2018/8/17,soybean,Senescence
34,125.2200865,49.00212295,2018/9/28,soybean,Dormancy
35,125.4052164,48.9521257,2018/6/7,soybean,Greenup
35,125.4052164,48.9521257,2018/6/30,soybean,MidGreenup
35,125.4052164,48.9521257,2018/8/7,soybean,Peak
35,125.4052164,48.9521257,2018/7/23,soybean,Maturity
35,125.4052164,48.9521257,2018/9/13,soybean,MidSenescence
35,125.4052164,48.9521257,2018/8/22,soybean,Senescence
35,125.4052164,48.9521257,2018/10/3,soybean,Dormancy
36,125.40064,48.94765232,2018/6/4,soybean,Greenup
36,125.40064,48.94765232,2018/6/27,soybean,MidGreenup
36,125.40064,48.94765232,2018/8/5,soybean,Peak
36,125.40064,48.94765232,2018/7/21,soybean,Maturity
36,125.40064,48.94765232,2018/9/12,soybean,MidSenescence
36,125.40064,48.94765232,2018/8/21,soybean,Senescence
36,125.40064,48.94765232,2018/10/2,soybean,Dormancy
37,125.4067268,48.94765232,2018/6/4,soybean,Greenup
37,125.4067268,48.94765232,2018/6/27,soybean,MidGreenup
37,125.4067268,48.94765232,2018/8/5,soybean,Peak
37,125.4067268,48.94765232,2018/7/21,soybean,Maturity
37,125.4067268,48.94765232,2018/9/12,soybean,MidSenescence
37,125.4067268,48.94765232,2018/8/21,soybean,Senescence
37,125.4067268,48.94765232,2018/10/2,soybean,Dormancy
38,125.4091423,48.94378808,2018/6/4,soybean,Greenup
38,125.4091423,48.94378808,2018/6/26,soybean,MidGreenup
38,125.4091423,48.94378808,2018/8/4,soybean,Peak
38,125.4091423,48.94378808,2018/7/20,soybean,Maturity
38,125.4091423,48.94378808,2018/9/11,soybean,MidSenescence
38,125.4091423,48.94378808,2018/8/20,soybean,Senescence
38,125.4091423,48.94378808,2018/10/2,soybean,Dormancy
39,125.4166156,48.9439594,2018/6/5,soybean,Greenup
39,125.4166156,48.9439594,2018/6/28,soybean,MidGreenup
39,125.4166156,48.9439594,2018/8/5,soybean,Peak
39,125.4166156,48.9439594,2018/7/21,soybean,Maturity
39,125.4166156,48.9439594,2018/9/12,soybean,MidSenescence
39,125.4166156,48.9439594,2018/8/21,soybean,Senescence
39,125.4166156,48.9439594,2018/10/2,soybean,Dormancy
40,125.4115389,48.93944795,2018/6/4,soybean,Greenup
40,125.4115389,48.93944795,2018/6/27,soybean,MidGreenup
40,125.4115389,48.93944795,2018/8/5,soybean,Peak
40,125.4115389,48.93944795,2018/7/21,soybean,Maturity
40,125.4115389,48.93944795,2018/9/12,soybean,MidSenescence
40,125.4115389,48.93944795,2018/8/21,soybean,Senescence
40,125.4115389,48.93944795,2018/10/2,soybean,Dormancy
41,125.3972305,48.94378808,2018/6/1,soybean,Greenup
41,125.3972305,48.94378808,2018/6/25,soybean,MidGreenup
41,125.3972305,48.94378808,2018/8/4,soybean,Peak
41,125.3972305,48.94378808,2018/7/19,soybean,Maturity
41,125.3972305,48.94378808,2018/9/11,soybean,MidSenescence
41,125.3972305,48.94378808,2018/8/20,soybean,Senescence
41,125.3972305,48.94378808,2018/10/1,soybean,Dormancy
42,125.4177826,48.93940988,2018/6/4,soybean,Greenup
42,125.4177826,48.93940988,2018/6/27,soybean,MidGreenup
42,125.4177826,48.93940988,2018/8/5,soybean,Peak
42,125.4177826,48.93940988,2018/7/21,soybean,Maturity
42,125.4177826,48.93940988,2018/9/12,soybean,MidSenescence
42,125.4177826,48.93940988,2018/8/21,soybean,Senescence
42,125.4177826,48.93940988,2018/10/2,soybean,Dormancy
43,125.4673666,48.93110557,2018/6/1,soybean,Greenup
43,125.4673666,48.93110557,2018/6/23,soybean,MidGreenup
43,125.4673666,48.93110557,2018/8/1,soybean,Peak
43,125.4673666,48.93110557,2018/7/17,soybean,Maturity
43,125.4673666,48.93110557,2018/9/8,soybean,MidSenescence
43,125.4673666,48.93110557,2018/8/17,soybean,Senescence
43,125.4673666,48.93110557,2018/9/28,soybean,Dormancy
44,125.4728753,48.93096281,2018/6/1,soybean,Greenup
44,125.4728753,48.93096281,2018/6/23,soybean,MidGreenup
44,125.4728753,48.93096281,2018/8/1,soybean,Peak
44,125.4728753,48.93096281,2018/7/17,soybean,Maturity
44,125.4728753,48.93096281,2018/9/7,soybean,MidSenescence
44,125.4728753,48.93096281,2018/8/17,soybean,Senescence
44,125.4728753,48.93096281,2018/9/27,soybean,Dormancy
45,125.4685938,48.92675117,2018/6/1,soybean,Greenup
45,125.4685938,48.92675117,2018/6/23,soybean,MidGreenup
45,125.4685938,48.92675117,2018/8/1,soybean,Peak
45,125.4685938,48.92675117,2018/7/17,soybean,Maturity
45,125.4685938,48.92675117,2018/9/8,soybean,MidSenescence
45,125.4685938,48.92675117,2018/8/17,soybean,Senescence
45,125.4685938,48.92675117,2018/9/28,soybean,Dormancy
46,125.4747109,48.92689394,2018/6/1,soybean,Greenup
46,125.4747109,48.92689394,2018/6/23,soybean,MidGreenup
46,125.4747109,48.92689394,2018/8/1,soybean,Peak
46,125.4747109,48.92689394,2018/7/17,soybean,Maturity
46,125.4747109,48.92689394,2018/9/7,soybean,MidSenescence
46,125.4747109,48.92689394,2018/8/17,soybean,Senescence
46,125.4747109,48.92689394,2018/9/27,soybean,Dormancy
47,125.4450849,48.92253953,2018/5/29,soybean,Greenup
47,125.4450849,48.92253953,2018/6/22,soybean,MidGreenup
47,125.4450849,48.92253953,2018/8/1,soybean,Peak
47,125.4450849,48.92253953,2018/7/17,soybean,Maturity
47,125.4450849,48.92253953,2018/9/8,soybean,MidSenescence
47,125.4450849,48.92253953,2018/8/17,soybean,Senescence
47,125.4450849,48.92253953,2018/9/28,soybean,Dormancy
48,125.4409058,48.91875619,2018/5/31,soybean,Greenup
48,125.4409058,48.91875619,2018/6/23,soybean,MidGreenup
48,125.4409058,48.91875619,2018/8/1,soybean,Peak
48,125.4409058,48.91875619,2018/7/17,soybean,Maturity
48,125.4409058,48.91875619,2018/9/7,soybean,MidSenescence
48,125.4409058,48.91875619,2018/8/17,soybean,Senescence
48,125.4409058,48.91875619,2018/9/27,soybean,Dormancy
49,125.4482219,48.91868481,2018/5/31,soybean,Greenup
49,125.4482219,48.91868481,2018/6/23,soybean,MidGreenup
49,125.4482219,48.91868481,2018/8/1,soybean,Peak
49,125.4482219,48.91868481,2018/7/17,soybean,Maturity
49,125.4482219,48.91868481,2018/9/7,soybean,MidSenescence
49,125.4482219,48.91868481,2018/8/17,soybean,Senescence
49,125.4482219,48.91868481,2018/9/27,soybean,Dormancy
50,125.3761331,48.91026153,2018/5/31,soybean,Greenup
50,125.3761331,48.91026153,2018/6/22,soybean,MidGreenup
50,125.3761331,48.91026153,2018/7/31,soybean,Peak
50,125.3761331,48.91026153,2018/7/16,soybean,Maturity
50,125.3761331,48.91026153,2018/9/8,soybean,MidSenescence
50,125.3761331,48.91026153,2018/8/17,soybean,Senescence
50,125.3761331,48.91026153,2018/9/29,soybean,Dormancy
51,125.3352227,48.86851484,2018/5/27,soybean,Greenup
51,125.3352227,48.86851484,2018/6/22,soybean,MidGreenup
51,125.3352227,48.86851484,2018/8/1,soybean,Peak
51,125.3352227,48.86851484,2018/7/17,soybean,Maturity
51,125.3352227,48.86851484,2018/9/9,soybean,MidSenescence
51,125.3352227,48.86851484,2018/8/17,soybean,Senescence
51,125.3352227,48.86851484,2018/10/2,soybean,Dormancy
52,125.3954661,48.88514724,2018/6/1,soybean,Greenup
52,125.3954661,48.88514724,2018/6/24,soybean,MidGreenup
52,125.3954661,48.88514724,2018/8/2,soybean,Peak
52,125.3954661,48.88514724,2018/7/18,soybean,Maturity
52,125.3954661,48.88514724,2018/9/10,soybean,MidSenescence
52,125.3954661,48.88514724,2018/8/18,soybean,Senescence
52,125.3954661,48.88514724,2018/10/1,soybean,Dormancy
53,125.3979705,48.88086422,2018/5/30,soybean,Greenup
53,125.3979705,48.88086422,2018/6/22,soybean,MidGreenup
53,125.3979705,48.88086422,2018/8/1,soybean,Peak
53,125.3979705,48.88086422,2018/7/16,soybean,Maturity
53,125.3979705,48.88086422,2018/9/9,soybean,MidSenescence
53,125.3979705,48.88086422,2018/8/17,soybean,Senescence
53,125.3979705,48.88086422,2018/9/29,soybean,Dormancy
54,125.5736156,48.88532332,2018/6/2,soybean,Greenup
54,125.5736156,48.88532332,2018/6/24,soybean,MidGreenup
54,125.5736156,48.88532332,2018/8/1,soybean,Peak
54,125.5736156,48.88532332,2018/7/17,soybean,Maturity
54,125.5736156,48.88532332,2018/9/7,soybean,MidSenescence
54,125.5736156,48.88532332,2018/8/16,soybean,Senescence
54,125.5736156,48.88532332,2018/9/28,soybean,Dormancy
55,125.5798834,48.88551368,2018/6/2,soybean,Greenup
55,125.5798834,48.88551368,2018/6/24,soybean,MidGreenup
55,125.5798834,48.88551368,2018/8/1,soybean,Peak
55,125.5798834,48.88551368,2018/7/17,soybean,Maturity
55,125.5798834,48.88551368,2018/9/7,soybean,MidSenescence
55,125.5798834,48.88551368,2018/8/16,soybean,Senescence
55,125.5798834,48.88551368,2018/9/28,soybean,Dormancy
56,125.5684627,48.88084994,2018/6/4,soybean,Greenup
56,125.5684627,48.88084994,2018/6/26,soybean,MidGreenup
56,125.5684627,48.88084994,2018/8/4,soybean,Peak
56,125.5684627,48.88084994,2018/7/20,soybean,Maturity
56,125.5684627,48.88084994,2018/9/10,soybean,MidSenescence
56,125.5684627,48.88084994,2018/8/20,soybean,Senescence
56,125.5684627,48.88084994,2018/10/1,soybean,Dormancy
57,125.6997932,48.82722138,2018/6/2,soybean,Greenup
57,125.6997932,48.82722138,2018/6/27,soybean,MidGreenup
57,125.6997932,48.82722138,2018/8/5,soybean,Peak
57,125.6997932,48.82722138,2018/7/21,soybean,Maturity
57,125.6997932,48.82722138,2018/9/11,soybean,MidSenescence
57,125.6997932,48.82722138,2018/8/20,soybean,Senescence
57,125.6997932,48.82722138,2018/10/1,soybean,Dormancy
58,125.9228855,48.8604148,2018/6/1,soybean,Greenup
58,125.9228855,48.8604148,2018/6/26,soybean,MidGreenup
58,125.9228855,48.8604148,2018/8/4,soybean,Peak
58,125.9228855,48.8604148,2018/7/20,soybean,Maturity
58,125.9228855,48.8604148,2018/9/11,soybean,MidSenescence
58,125.9228855,48.8604148,2018/8/20,soybean,Senescence
58,125.9228855,48.8604148,2018/10/1,soybean,Dormancy
59,125.9112136,48.85577486,2018/5/21,soybean,Greenup
59,125.9112136,48.85577486,2018/6/16,soybean,MidGreenup
59,125.9112136,48.85577486,2018/8/1,soybean,Peak
59,125.9112136,48.85577486,2018/7/15,soybean,Maturity
59,125.9112136,48.85577486,2018/9/10,soybean,MidSenescence
59,125.9112136,48.85577486,2018/8/18,soybean,Senescence
59,125.9112136,48.85577486,2018/10/1,soybean,Dormancy
60,125.9170723,48.85577486,2018/6/3,soybean,Greenup
60,125.9170723,48.85577486,2018/6/26,soybean,MidGreenup
60,125.9170723,48.85577486,2018/8/4,soybean,Peak
60,125.9170723,48.85577486,2018/7/20,soybean,Maturity
60,125.9170723,48.85577486,2018/9/10,soybean,MidSenescence
60,125.9170723,48.85577486,2018/8/20,soybean,Senescence
60,125.9170723,48.85577486,2018/9/30,soybean,Dormancy
61,125.9139576,48.85199153,2018/6/3,soybean,Greenup
61,125.9139576,48.85199153,2018/6/27,soybean,MidGreenup
61,125.9139576,48.85199153,2018/8/3,soybean,Peak
61,125.9139576,48.85199153,2018/7/20,soybean,Maturity
61,125.9139576,48.85199153,2018/9/9,soybean,MidSenescence
61,125.9139576,48.85199153,2018/8/19,soybean,Senescence
61,125.9139576,48.85199153,2018/9/30,soybean,Dormancy
62,125.9201786,48.85192014,2018/6/1,soybean,Greenup
62,125.9201786,48.85192014,2018/6/25,soybean,MidGreenup
62,125.9201786,48.85192014,2018/8/3,soybean,Peak
62,125.9201786,48.85192014,2018/7/19,soybean,Maturity
62,125.9201786,48.85192014,2018/9/11,soybean,MidSenescence
62,125.9201786,48.85192014,2018/8/19,soybean,Senescence
62,125.9201786,48.85192014,2018/10/1,soybean,Dormancy
63,126.0398103,48.8515947,2018/6/5,soybean,Greenup
63,126.0398103,48.8515947,2018/7/1,soybean,MidGreenup
63,126.0398103,48.8515947,2018/8/7,soybean,Peak
63,126.0398103,48.8515947,2018/7/24,soybean,Maturity
63,126.0398103,48.8515947,2018/9/14,soybean,MidSenescence
63,126.0398103,48.8515947,2018/8/23,soybean,Senescence
63,126.0398103,48.8515947,2018/10/5,soybean,Dormancy
64,126.0358347,48.8476091,2018/6/2,soybean,Greenup
64,126.0358347,48.8476091,2018/6/29,soybean,MidGreenup
64,126.0358347,48.8476091,2018/8/7,soybean,Peak
64,126.0358347,48.8476091,2018/7/23,soybean,Maturity
64,126.0358347,48.8476091,2018/9/14,soybean,MidSenescence
64,126.0358347,48.8476091,2018/8/23,soybean,Senescence
64,126.0358347,48.8476091,2018/10/4,soybean,Dormancy
65,126.076905,48.84356403,2018/6/3,soybean,Greenup
65,126.076905,48.84356403,2018/6/28,soybean,MidGreenup
65,126.076905,48.84356403,2018/8/7,soybean,Peak
65,126.076905,48.84356403,2018/7/23,soybean,Maturity
65,126.076905,48.84356403,2018/9/13,soybean,MidSenescence
65,126.076905,48.84356403,2018/8/23,soybean,Senescence
65,126.076905,48.84356403,2018/10/3,soybean,Dormancy
66,126.4529237,48.8144083,2018/6/3,soybean,Greenup
